10002003001980,10002003001980,2016-11-01 15:45:00,Opening Balance,0.00,0.00,47351.05
10002003001980,10002003001980,2016-11-01 10:28:00,House insurance,0.00,8727.74,38623.31
10002003001980,10002003001980,2016-11-01 15:28:00,electricity,0.00,16718.44,21904.87
10002003001980,10002003001980,2016-11-01 09:29:00,Bank fees,0.00,9509.96,12394.91
10002003001980,10002003001980,2016-11-01 14:42:00,Debt payments for your debt repayment plan,0.00,5955.89,6439.02
10002003001980,10002003001980,2016-11-01 10:47:00,House insurance/tenant insurance,0.00,2164.31,4274.71
10002003001980,10002003001980,2016-11-02 12:14:00,Groceries,0.00,282.66,3992.05
10002003001980,10002003001980,2016-11-02 13:20:00,Clothing & shoes,0.00,9.10,3982.95
10002003001980,10002003001980,2016-11-02 11:29:00,Magazines / newspapers / books,0.00,135.74,3847.21
10002003001980,10002003001980,2016-11-03 09:07:00,Clothing & shoes,0.00,7.54,3839.67
10002003001980,10002003001980,2016-11-03 10:54:00,Clothing & shoes,0.00,9.90,3829.77
10002003001980,10002003001980,2016-11-04 09:45:00,Personal care items,0.00,844.23,2985.54
10002003001980,10002003001980,2016-11-05 14:38:00,Work lunches & snacks,0.00,1679.74,1305.80
10002003001980,10002003001980,2016-11-07 07:01:00,Clothing & shoes,0.00,9.23,1296.57
10002003001980,10002003001980,2016-11-08 07:16:00,alcohol,0.00,160.35,1136.22
10002003001980,10002003001980,2016-11-09 07:28:00,Clothing & shoes,0.00,11.44,1124.78
10002003001980,10002003001980,2016-11-09 09:52:00,Parking,0.00,127.37,997.41
10002003001980,10002003001980,2016-11-12 06:30:00,Tobacco,0.00,147.29,850.12
10002003001980,10002003001980,2016-11-12 05:34:00,Lottery,0.00,152.31,697.81
10002003001980,10002003001980,2016-11-15 15:23:00,Deposit Info,45421.79,0.00,46119.60
10002003001980,10002003001980,2016-11-15 14:11:00,Babysitting,0.00,27590.85,18528.75
10002003001980,10002003001980,2016-11-15 09:00:00,cable,0.00,13640.73,4888.02
10002003001980,10002003001980,2016-11-15 10:08:00,Eating out,0.00,4684.23,203.79
