213005000011,213005000011,2016-11-01 13:23:00,Opening Balance,0.00,0.00,13090313.36
213005000011,213005000011,2016-11-01 06:29:00,House insurance,0.00,10703.66,13079609.70
213005000011,213005000011,2016-11-02 12:07:00,Utility bills,0.00,29563.68,13050046.02
213005000011,213005000011,2016-11-02 07:57:00,electricity,0.00,15983.69,13034062.33
213005000011,213005000011,2016-11-03 09:04:00,water,0.00,34598.04,12999464.29
213005000011,213005000011,2016-11-03 15:38:00,Bank fees,0.00,3737.92,12995726.37
213005000011,213005000011,2016-11-03 09:49:00,Debt payments for your debt repayment plan,0.00,4438.02,12991288.35
213005000011,213005000011,2016-11-04 14:50:00,Rent,0.00,28187.42,12963100.93
213005000011,213005000011,2016-11-04 05:10:00,Benefit,0.00,13838.45,12949262.48
213005000011,213005000011,2016-11-04 08:44:00,Equipment Rental,0.00,71541.58,12877720.90
213005000011,213005000011,2016-11-04 14:17:00,Lease / car loan payment,0.00,53232.38,12824488.52
213005000011,213005000011,2016-11-05 09:40:00,Vehicle insurance,0.00,34995.71,12789492.81
213005000011,213005000011,2016-11-05 15:10:00,Income by day,214350.46,0.00,13003843.27
213005000011,213005000011,2016-11-05 05:52:00,Vehicle maintenance,0.00,22488.72,12981354.55
213005000011,213005000011,2016-11-05 10:11:00,Magazines / newspapers / books,0.00,245.25,12981109.30
213005000011,213005000011,2016-11-05 11:09:00,Income by day,212016.76,0.00,13193126.06
213005000011,213005000011,2016-11-05 13:41:00,paper products,0.00,24626.97,13168499.09
213005000011,213005000011,2016-11-05 14:53:00,alcohol,0.00,343.45,13168155.64
213005000011,213005000011,2016-11-06 09:11:00,Income by day,219295.57,0.00,13387451.21
213005000011,213005000011,2016-11-06 14:13:00,Salaries,0.00,560435.53,12827015.68
213005000011,213005000011,2016-11-06 09:29:00,Labo benefit costs,0.00,51312.97,12775702.71
213005000011,213005000011,2016-11-06 11:55:00,fuel,0.00,3264.97,12772437.74
213005000011,213005000011,2016-11-08 07:34:00,Income by day,219847.67,0.00,12992285.41
213005000011,213005000011,2016-11-08 13:17:00,Early pay discounts,0.00,11649.48,12980635.93
213005000011,213005000011,2016-11-08 06:38:00,Entertainment,0.00,16343.47,12964292.46
213005000011,213005000011,2016-11-10 13:43:00,Income by day,212933.86,0.00,13177226.32
213005000011,213005000011,2016-11-10 09:47:00,Early pay discounts,0.00,10392.27,13166834.05
213005000011,213005000011,2016-11-10 15:26:00,Human Error,0.00,9627.27,13157206.78
213005000011,213005000011,2016-11-11 12:02:00,Income by day,212459.92,0.00,13369666.70
213005000011,213005000011,2016-11-11 10:03:00,Cleaning Agents,0.00,65718.11,13303948.59
213005000011,213005000011,2016-11-11 13:06:00,Human Error,0.00,9138.59,13294810.00
213005000011,213005000011,2016-11-12 14:19:00,Income by day,218832.57,0.00,13513642.57
213005000011,213005000011,2016-11-12 07:33:00,cable,0.00,32114.52,13481528.05
213005000011,213005000011,2016-11-12 11:24:00,Parking,0.00,390.18,13481137.87
213005000011,213005000011,2016-11-13 14:57:00,Income by day,217919.77,0.00,13699057.64
213005000011,213005000011,2016-11-13 07:44:00,Communications,0.00,11395.86,13687661.78
213005000011,213005000011,2016-11-13 15:57:00,Tobacco,0.00,208.42,13687453.36
213005000011,213005000011,2016-11-15 07:52:00,Income by day,215852.25,0.00,13903305.61
213005000011,213005000011,2016-11-15 07:08:00,Communications,0.00,11345.64,13891959.97
213005000011,213005000011,2016-11-15 10:46:00,uniforms,0.00,18815.00,13873144.97
213005000011,213005000011,2016-11-17 13:07:00,Income by day,211549.00,0.00,14084693.97
213005000011,213005000011,2016-11-17 08:31:00,Salaries,0.00,565699.45,13518994.52
213005000011,213005000011,2016-11-17 07:53:00,Human Error,0.00,12253.08,13506741.44
213005000011,213005000011,2016-11-17 08:27:00,Communications,0.00,11709.27,13495032.17
213005000011,213005000011,2016-11-19 09:38:00,Income by day,213059.90,0.00,13708092.07
213005000011,213005000011,2016-11-19 14:19:00,Vehicle maintenance,0.00,20250.71,13687841.36
213005000011,213005000011,2016-11-19 13:21:00,Vehicle maintenance,0.00,13459.08,13674382.28
213005000011,213005000011,2016-11-19 06:05:00,Income by day,218095.34,0.00,13892477.62
213005000011,213005000011,2016-11-19 14:45:00,Advertising,0.00,2203.09,13890274.53
213005000011,213005000011,2016-11-19 15:50:00,Human Error,0.00,18349.14,13871925.39
213005000011,213005000011,2016-11-19 13:57:00,Income by day,216750.44,0.00,14088675.83
213005000011,213005000011,2016-11-19 07:03:00,Communications,0.00,11159.76,14077516.07
213005000011,213005000011,2016-11-19 12:26:00,Communications,0.00,10979.55,14066536.52
213005000011,213005000011,2016-11-21 14:01:00,Income by day,218166.55,0.00,14284703.07
213005000011,213005000011,2016-11-21 11:10:00,Advertising,0.00,2439.96,14282263.11
213005000011,213005000011,2016-11-21 11:56:00,Advertising,0.00,2636.86,14279626.25
213005000011,213005000011,2016-11-23 05:42:00,Early pay discounts,0.00,11358.84,14268267.41
213005000011,213005000011,2016-11-23 10:29:00,Advertising,0.00,2620.87,14265646.54
213005000011,213005000011,2016-11-24 07:47:00,Human Error,0.00,12976.46,14252670.08
213005000011,213005000011,2016-11-24 10:44:00,Advertising,0.00,2745.06,14249925.02
213005000011,213005000011,2016-11-24 05:03:00,internet,0.00,39794.32,14210130.70
213005000011,213005000011,2016-11-24 05:58:00,Early pay discounts,0.00,11656.31,14198474.39
